category_id,views_fd,likes_fd,dislikes_fd,comment_count_fd,weekday_weekend,days_spent_trending
24,1251912,70684,340,4591,0,12
24,6459931,643288,4683,120535,0,12
28,389504,2873,194,705,0,12
24,1029163,82807,730,7632,0,12
24,2063854,59187,688,4871,0,12
23,1505143,33945,1649,3220,0,12
26,153053,13917,83,658,0,12
26,256923,16398,204,1377,0,12
10,47133,5011,57,225,0,12
10,2376410,151626,8201,15077,1,12
24,1019366,28708,1229,2088,0,12
22,224410,13237,129,586,0,12
10,424955,71972,467,11715,0,12
25,19588,149,23,126,1,12
23,3169046,244273,3644,24727,0,12
26,524683,29599,1204,5335,1,12
25,38481,2977,832,1304,0,12
25,351034,2358,136,242,0,12
17,915989,21830,509,1131,0,12
23,1618550,116412,3655,13185,0,12
26,721502,43992,2113,5969,0,12
24,355747,6241,649,1312,0,12
23,1307027,17185,1217,3713,0,12
17,1039520,7636,1963,3685,0,12
22,801105,3364,399,1056,1,12
28,159691,8456,94,469,0,12
10,575067,12318,191,1169,0,12
27,251579,7468,216,993,0,12
25,23045,489,96,155,0,12
24,1840467,79838,2012,9275,1,12
10,174882,14112,87,2051,1,12
24,559561,40404,439,9251,0,12
1,1050725,6418,208,362,1,12
25,181433,634,105,303,0,12
24,114797,6031,2770,1762,0,12
26,588553,33980,225,2998,0,12
10,110762,2713,132,222,0,12
24,165517,1882,125,392,0,12
26,1243290,74895,1145,14573,1,12
22,270902,5370,1014,768,0,12
26,196368,10868,184,1169,0,12
26,251879,18962,157,916,1,12
27,622528,21688,368,1882,0,12
24,786345,14761,342,996,0,12
24,2004238,25967,987,1517,0,12
24,428596,9073,615,711,0,12
22,353529,43571,328,3769,1,12
10,114133,4979,66,198,0,12
24,210802,17499,134,644,0,12
24,479030,17153,546,1550,0,12
15,1271796,50830,411,3093,0,12
26,105869,8305,78,870,0,12
26,312684,15633,201,2904,0,12
10,816315,43035,906,5733,1,12
10,190288,9782,659,2587,0,12
26,348763,18203,209,1628,0,12
15,918887,10429,379,954,0,12
10,321002,49788,338,2793,0,12
20,1756027,78731,7887,8992,0,12
26,170702,10379,174,1044,0,12
10,3080680,280440,13648,18960,0,12
24,151631,15078,158,1179,0,12
24,1046287,74562,5790,13153,1,12
22,13205,842,70,307,1,12
25,1408027,125700,2535,9830,0,12
24,120141,6639,73,550,0,12
23,1089884,47524,2308,5886,0,12
23,961720,62319,518,27043,0,12
10,630616,37336,762,2878,0,12
2,448375,9723,762,1970,1,12
23,223332,4692,705,856,1,12
1,863758,1594,38,98,0,12
22,1594324,37120,806,1732,0,12
10,732720,17282,1414,2050,0,12
24,259612,1568,641,563,0,11
24,676024,17953,897,6738,0,11
24,223092,5714,372,1573,0,11
24,477492,10633,232,704,0,11
26,274060,23399,168,875,0,11
24,347201,11264,1395,2290,1,11
24,428548,17438,1554,2644,1,11
19,300709,7987,188,1452,0,11
22,529926,63741,665,5585,0,11
24,148322,2545,113,225,0,11
24,493898,11834,340,638,0,11
10,176928,6433,220,406,0,11
24,735878,14817,1362,0,1,11
24,572021,7665,363,761,0,11
25,53683,1244,80,524,0,11
1,237797,8545,163,925,0,11
25,8120,199,9,130,0,11
22,474954,14272,193,975,0,11
10,475766,33207,115,2308,0,11
10,953189,35363,583,2091,0,11
17,12213413,620700,8807,27642,0,11
10,308832,7903,565,1832,0,11
24,899572,12377,519,3377,0,11
24,424066,8739,315,725,0,11
10,7518332,1572997,8113,180262,0,11
10,1267263,166958,564,15253,1,11
10,30096,589,67,26,0,11
24,1086984,46647,351,2461,0,11
24,279964,7034,326,955,1,11
28,689481,7776,819,1412,1,11
24,1048231,9906,2336,2564,0,11
24,3304617,100368,1415,5472,0,11
24,1136680,31825,665,2307,0,11
10,722009,84227,739,8663,0,11
10,2843450,246460,2879,13751,1,11
24,451472,12222,2343,1937,0,11
17,2935372,17918,1057,3866,1,11
27,146765,8636,82,549,0,11
26,54296,2188,95,166,0,11
17,12941382,377740,7891,26634,0,11
10,769927,39492,1641,2309,0,11
1,765456,14950,945,2525,0,11
27,611889,12960,462,937,1,11
26,113160,4597,144,708,0,11
10,4569886,380232,4084,33602,0,11
19,471246,17188,711,2821,1,11
10,4920851,432678,16669,17704,1,11
22,52022,2527,34,498,1,11
1,1626811,29863,1742,4185,0,11
17,1547441,34622,4183,9631,0,11
1,385958,6563,289,975,0,11
26,191244,7056,151,501,0,11
17,181773,4674,78,311,1,11
22,344112,6933,190,991,0,11
1,9109,112,46,10,0,11
26,660186,52727,1066,6432,0,11
26,149709,9401,105,868,0,11
26,152957,11381,126,1386,0,11
24,305710,5693,185,138,1,11
26,1445718,79810,1078,18442,0,11
10,183316,14128,103,610,0,11
26,745936,0,0,0,0,11
24,1539970,124991,2569,7086,0,11
23,187235,15194,299,4296,1,11
28,271087,6170,294,977,0,11
25,881232,14602,846,1339,1,11
10,390631,71090,635,4535,0,11
24,163442,10918,163,2569,0,11
2,841844,19168,996,6605,0,11
1,827325,27008,643,3039,0,11
25,190162,1405,5359,2936,0,11
24,353361,18441,641,3665,0,11
23,7177410,214912,28023,14507,0,11
24,178256,14681,135,1198,0,11
26,1396553,70255,645,7952,1,11
28,475149,26492,393,6131,1,11
22,45886,10328,37,959,1,11
1,1948452,122015,2256,13768,0,11
20,993913,107029,472,38615,0,11
26,340597,22450,68,1336,0,11
23,1873980,27931,567,2466,0,11
10,1880243,52850,1054,1781,0,11
24,131326,8642,258,692,0,11
24,492114,4748,463,559,0,11
26,260560,2904,512,427,0,11
24,195344,4694,116,289,0,11
22,898451,43427,1862,4497,0,11
10,514749,39161,202,1876,0,11
26,489467,31096,196,1677,0,11
22,54824,5305,24,672,0,11
10,424380,40671,558,2746,0,11
17,23462,972,18,50,0,11
26,235861,12307,510,870,1,11
10,239139,17650,182,1846,0,11
10,48431654,609101,52259,29172,0,11
19,29017,527,25,158,0,11
24,44133,645,33,75,0,11
20,365152,19906,186,8188,0,11
10,1121014,57282,1966,2837,0,11
24,401208,13559,113,711,0,11
28,611553,17712,509,1488,0,11
1,259832,3471,171,268,0,11
22,249518,20078,104,2543,1,11
23,1354164,123545,3139,17519,0,11
22,152766,11762,123,914,0,11
24,886858,111309,577,16985,0,11
23,1972855,83671,4018,4158,1,11
17,626685,16761,203,903,1,11
10,383425,47687,815,3551,0,11
1,308605,15315,653,2148,0,11
28,1320175,17421,653,2165,1,11
23,1351193,58619,1508,2998,0,11
26,145545,6017,165,719,1,11
28,1422146,35854,991,2240,0,11
28,308201,1246,8,73,0,11
1,2575351,1365,32,275,0,11
25,1837423,36908,1384,20814,0,11
28,136527,8361,107,738,1,11
15,18054,895,13,99,0,11
15,269403,19376,148,1502,1,11
1,208039,1170,92,100,0,11
26,918558,51402,673,4215,1,11
22,127541,14044,55,1884,1,11
25,18512,200,4,0,0,11
17,2750165,43147,2740,6195,0,11
17,4222286,45310,2376,4345,0,11
25,234007,1396,180,400,1,11
23,1573595,124362,2164,6322,0,11
10,742377,60711,282,3630,0,11
25,53321,361,71,456,1,11
10,734982,95084,892,6871,0,11
24,733656,44888,300,1436,1,11
22,542262,5252,460,2049,0,11
28,591527,51126,1442,9166,0,11
10,257913,11959,492,1019,1,11
24,2015114,65452,1096,4958,1,11
28,563793,15245,342,1587,1,11
10,9129695,332748,4708,55943,0,11
10,217025,31306,161,1698,0,11
26,101783,4822,96,1319,0,11
10,3403440,214529,5100,12159,0,11
22,107663,12088,29,1053,0,11
25,242848,11135,301,1136,0,11
24,3573227,3085,218,384,0,11
22,77149,3405,43,451,0,11
1,170279,26441,297,1576,0,11
19,67025,5946,74,879,0,11
22,289559,17033,230,4347,0,11
27,183758,10465,147,938,0,11
17,144388,5487,99,813,1,11
26,192058,7878,170,1051,0,11
24,47974,4461,31,410,0,11
24,743656,30878,975,2616,0,11
2,140973,1028,25,119,0,11
23,32151,2896,50,154,1,11
10,851835,24412,644,1563,0,11
10,2133440,89920,3209,4607,0,11
1,1995648,155979,846,25606,1,11
27,107035,4602,85,824,0,11
25,364049,4789,653,2231,0,11
28,251955,16101,157,2329,0,11
10,5884078,500006,16910,69711,0,11
25,10026,204,143,100,1,11
23,129243,4363,91,443,0,11
26,832301,54914,699,4216,0,11
26,872591,50928,2701,6323,1,11
27,299663,10645,249,2462,0,11
23,314759,23360,621,1791,0,11
23,1031278,85788,1457,6835,0,11
10,6377,414,16,35,0,11
27,299292,11361,895,2325,0,11
23,560384,31165,187,7509,0,11
25,989288,5574,2543,6453,0,11
27,413652,18758,378,1410,0,11
27,361887,13281,189,1232,0,11
24,361143,9677,154,525,0,11
15,131797,3487,606,621,1,11
23,260734,11056,392,739,0,11
19,253735,12593,231,2316,0,11
43,110112,3547,180,1426,0,11
22,316824,17496,832,1610,0,10
25,25610,1401,18,75,0,10
10,246454,13133,208,637,0,10
23,896539,27847,712,10680,1,10
10,1131661,60960,3520,4102,0,10
26,1219450,34247,983,2691,0,10
24,248238,3454,394,0,0,10
17,109019,535,168,117,1,10
24,1440582,45645,1030,4014,0,10
22,2583247,39754,306,1733,0,10
28,616036,15628,797,1871,1,10
24,1653422,58188,2342,7929,1,10
24,225432,1879,288,398,0,10
26,213751,10389,257,396,0,10
26,181093,8950,61,490,0,10
17,260757,7830,109,448,1,10
28,655554,29714,649,3142,0,10
23,265636,5326,103,696,0,10
22,406389,6561,659,955,0,10
10,277498,21161,751,2003,1,10
10,230594,15446,2276,1684,0,10
10,554050,43031,1027,2659,0,10
23,918375,46147,2653,4178,0,10
17,2533705,12887,719,3055,0,10
24,183713,3183,115,238,0,10
25,680476,3153,385,2082,0,10
10,53650,4471,134,361,0,10
1,7540488,205626,2312,12295,0,10
22,193090,2677,77,0,0,10
22,491936,14229,2307,1156,1,10
24,310421,9185,307,960,0,10
19,188213,4174,2743,2525,0,10
25,49606,356,72,232,0,10
1,1646317,38505,613,1516,0,10
10,15672,45,7,14,0,10
10,5177927,551921,8460,44418,0,10
22,16370,1183,4,179,1,10
28,10582444,199448,2556,11392,0,10
26,172830,8161,272,628,0,10
17,459556,4850,322,3178,0,10
24,1120841,882,26,169,0,10
25,624226,3525,193,2081,0,10
26,287522,15784,251,1371,0,10
1,20666,175,42,27,0,10
25,168135,4399,201,2598,1,10
26,546975,36918,721,3035,0,10
26,138477,18774,163,2392,0,10
26,122524,4370,348,410,0,10
24,425463,30123,197,1075,0,10
17,160530,7156,175,716,1,10
26,116029,9064,148,381,0,10
28,352598,9733,884,1442,0,10
1,410371,7180,506,536,0,10
1,126829,2972,7966,1632,0,10
23,902301,32161,748,1752,0,10
1,4707527,157931,2072,23205,1,10
28,8045394,68126,26234,0,0,10
28,125533,4159,180,588,0,10
1,300884,4912,44,262,0,10
10,306780,15258,181,914,0,10
10,7656044,220525,13289,31305,0,10
10,4014741,206769,6218,17906,0,10
23,196934,3929,51,282,0,10
28,692069,22007,547,2595,0,10
23,553510,8103,477,700,1,10
24,1999326,61828,1416,6400,1,10
10,1894717,188262,1432,14876,0,10
23,1421711,28671,584,2366,0,10
10,960453,103190,1320,6871,0,10
26,104291,5286,126,551,1,10
10,169136,8488,277,809,0,10
17,112706,1972,37,410,0,10
10,432367,83297,500,5629,0,10
24,238953,2488,191,905,0,10
10,499946,135292,3528,12094,0,10
24,268462,4033,630,779,0,10
22,223060,28635,191,1943,1,10
10,3057987,406604,4520,31301,0,10
10,2455067,197019,3139,11356,0,10
10,709160,55326,2293,4328,0,10
22,388249,20354,1037,1051,0,10
17,2266235,61544,952,0,0,10
23,18959,762,51,72,0,10
25,939086,4680,1017,3060,0,10
26,786404,41053,860,4417,1,10
22,105395,8738,212,1323,0,10
17,403613,14188,814,2102,0,10
24,5072080,24495,12189,5614,0,10
17,1689482,7324,559,2254,1,10
2,231947,0,0,697,0,10
24,938335,28367,708,2520,0,10
23,123280,8785,547,743,0,10
15,174571,7428,71,433,0,10
24,968865,40720,529,2938,0,10
26,246687,18770,114,1818,0,10
27,170574,11060,92,1270,0,10
1,2269711,76630,3689,17243,0,10
27,435589,10601,655,2459,1,10
23,393294,33424,619,3803,0,10
24,90662,1836,100,172,1,10
25,464546,2560,137,0,1,10
17,502231,3399,172,1014,0,10
22,378603,18965,476,3334,0,10
24,460348,9464,211,1597,0,10
10,195017,19452,179,977,0,10
10,2239777,125102,1091,10719,0,10
22,482900,9048,591,676,0,10
10,81805,3455,196,365,0,10
26,147272,3381,41,144,0,10
1,162827,6862,157,813,0,10
23,1668355,28470,1858,1463,0,10
20,638169,13628,721,14239,0,10
1,642514,6927,409,897,0,10
22,257484,9480,46,476,0,10
23,319092,14688,274,1681,0,10
22,103211,7617,111,639,0,10
17,395448,3896,75,630,0,10
17,490146,6544,124,376,1,10
10,230858,10804,514,1258,1,10
1,121074,3086,53,266,0,10
26,144121,7142,116,716,0,10
27,359135,16092,202,693,0,10
2,1047982,22175,1167,7345,0,10
24,275016,6589,1640,2469,0,10
24,654169,6950,1225,1961,0,10
22,164096,8989,279,684,0,10
24,183087,9275,230,1112,0,10
24,671618,21933,528,0,0,10
22,20921796,0,0,0,1,10
17,152320,1962,262,143,0,10
17,110452,1548,241,479,0,10
28,1386354,12409,505,1705,0,10
22,881878,69645,476,4915,0,10
23,395028,11660,689,1262,0,10
17,435989,4419,178,1776,1,10
24,5592995,128720,15751,20888,0,10
25,575459,49459,235,2386,1,10
2,90206,725,140,151,1,10
28,161040,1754,57,185,0,10
22,1721979,56045,5614,4282,1,10
26,158320,8012,389,877,0,10
27,235077,7626,301,962,1,10
27,504868,15311,246,1275,0,10
27,266794,8974,130,682,0,10
28,206278,11276,104,506,0,10
28,230223,10926,446,734,0,10
25,230360,6468,177,688,0,10
25,512146,8374,25877,8280,0,10
1,1355968,77003,1572,18753,0,10
28,889025,10422,505,1054,0,10
24,516556,1354,224,172,0,10
25,352972,9354,831,715,0,10
28,278768,10579,539,1610,0,10
10,4443529,399973,7150,39126,0,10
23,165417,566,54,68,0,10
17,1625310,33003,895,2339,1,10
20,2437916,91314,20721,21838,1,9
22,1199071,20245,1268,4716,1,9
26,3942272,35978,7387,4690,0,9
25,249943,8353,5345,4437,0,9
24,242181,2055,349,466,0,9
17,128276,585,158,250,1,9
26,112872,5353,274,594,1,9
24,282383,3922,133,604,0,9
26,527322,18996,582,589,0,9
29,250175,8455,126,552,0,9
28,375676,12661,532,2264,1,9
23,636742,34155,1177,3551,0,9
26,56085,967,136,77,1,9
1,2336528,6729,167,1286,0,9
1,1104423,35437,419,1062,0,9
1,165139,3496,471,557,0,9
22,1795145,179466,3239,13123,0,9
28,148800,4989,47,266,0,9
17,314719,3839,104,1298,1,9
28,846322,14569,1176,3830,0,9
26,116183,3427,92,344,0,9
24,51349,1168,56,512,0,9
24,701885,16523,233,1257,0,9
17,6291266,307708,2851,15199,0,9
24,119159,3082,111,320,1,9
15,38257,2120,45,94,1,9
23,720300,12266,2425,1054,0,9
22,245080,9620,512,1235,0,9
23,152544,9773,61,823,0,9
22,196368,8243,173,503,0,9
24,945562,32945,476,2634,0,9
24,852717,27913,584,2494,0,9
24,852106,25007,318,1873,0,9
24,1611772,28809,3084,2844,1,9
17,327511,378,41,76,0,9
10,111802,8763,204,930,0,9
26,185045,7180,60,885,0,9
10,10666323,1956202,13966,285583,1,9
24,992133,89591,424,6771,0,9
22,7393333,86953,5433,9022,0,9
1,9988608,151348,10274,33131,0,9
25,60509,843,29,201,0,9
10,41441,1255,79,94,0,9
10,496336,94831,793,9560,0,9
10,321565,31229,549,1303,0,9
15,207312,9771,183,1127,0,9
25,157867,2890,213,592,0,9
10,54489,5870,133,374,0,9
23,495908,8263,125,410,0,9
15,121912,3341,268,426,0,9
23,492543,6331,334,542,0,9
28,1232834,73849,1546,6821,0,9
25,57984,1389,1022,1602,1,9
10,528605,67741,354,2833,0,9
24,910977,23182,2191,5244,1,9
23,699645,19379,1823,1686,0,9
22,731035,3863,396,707,0,9
24,269147,6045,538,823,0,9
19,470720,14635,793,2842,1,9
24,346573,11402,252,2633,0,9
17,1099132,13883,786,4650,0,9
10,392132,34123,384,2203,0,9
24,344093,9297,318,725,1,9
24,237715,2710,105,303,0,9
10,63312,707,49,86,0,9
10,184676,10100,122,591,0,9
24,37812,276,547,198,1,9
26,17525,863,44,175,0,9
1,1558856,94504,3068,13677,1,9
1,2911619,120873,2607,16374,0,9
1,3454751,112826,7884,26040,0,9
1,1187692,54917,1177,7522,0,9
22,164703,7803,205,306,0,9
17,821663,7841,274,1046,0,9
28,15745,205,61,67,1,9
24,134879,16784,56,910,0,9
22,1137333,55353,1180,3298,0,9
26,73447,3846,258,1054,0,9
24,65258,8509,40,1336,0,9
19,844823,17975,743,4222,1,9
28,140990,2882,208,328,0,9
10,751525,77456,566,3164,0,9
22,196816,13403,281,809,0,9
24,50722,1239,70,104,1,9
28,310301,15796,572,1782,0,9
24,519048,21053,828,4344,0,9
23,432076,32801,627,2459,0,9
24,179660,3103,139,298,0,9
24,8244248,2697,261,285,0,9
17,645290,1924,191,599,1,9
24,727757,15679,394,1850,0,9
27,219911,15232,594,2748,0,9
27,508109,12034,891,2968,0,9
26,90276,3566,97,388,0,9
27,1227348,155986,916,9335,0,9
24,653580,28425,331,2143,0,9
26,665554,28937,333,1130,0,9
25,208397,1936,259,595,0,9
23,179148,14892,416,1106,0,9
22,414462,7924,3863,1893,0,9
24,99510,3761,615,451,1,9
23,165309,17289,205,1173,1,9
26,578843,38753,2033,2850,0,9
26,856127,57731,1258,9338,0,9
23,135595,10012,113,1107,1,9
22,1309745,32239,1836,3622,1,9
24,49362,6114,99,2200,0,9
26,49064,2262,103,407,1,9
24,247795,7529,80,456,0,9
24,479801,18613,199,1159,0,9
19,108646,1041,28,230,0,9
17,181774,10777,97,561,0,9
17,553759,4371,138,1136,0,9
10,188185,18155,278,1149,0,9
10,64859,7294,270,867,0,9
24,262661,6044,121,545,0,9
24,25493,524,57,103,0,9
10,302698,26920,234,798,0,9
24,44295,429,13,75,0,9
24,63725,1279,31,49,0,9
10,136027,15382,119,887,0,9
10,116916,7968,351,578,0,9
23,413242,7111,203,701,0,9
15,247744,8144,65,1642,0,9
10,189447,6829,358,1062,0,9
26,744691,63417,539,4444,0,9
24,698883,18670,1251,3065,0,9
24,226548,8959,121,874,0,9
25,281368,6564,165,904,0,9
10,2313884,80894,3102,11826,0,9
23,85234,13021,118,1433,0,9
1,868892,15406,849,1667,0,9
1,2891141,217540,4522,18079,1,9
10,1685073,184892,2067,13193,0,9
24,2142182,89839,566,6327,0,9
24,37736281,1735895,21969,241237,0,9
24,737901,47736,212,4050,0,9
25,258061,2733,112,287,0,9
25,953860,3014,113,0,0,9
22,170447,13995,652,1471,0,9
10,2124719,37962,830,6025,1,9
1,1628106,55063,716,4936,0,9
10,350884,21185,348,885,0,9
26,405388,11654,299,767,0,9
22,4990782,580832,3963,179396,0,9
24,23308,1943,322,509,0,9
26,130988,5873,120,949,0,9
24,954722,37320,359,1887,0,9
10,585170,43003,2024,6339,0,9
22,1692774,55405,532,2470,0,9
23,1708038,107778,1000,11442,0,9
26,49037,5037,61,678,0,9
22,21776,2290,37,513,0,9
28,595754,26362,714,4962,0,9
10,233946,32949,390,3741,0,9
24,784251,15220,708,1017,1,9
28,540029,5902,677,1382,0,9
23,2692177,68036,1225,4757,1,9
10,417096,67078,231,4479,0,9
10,14727,745,17,78,0,9
10,148257,20858,291,1205,0,9
25,95654,4442,222,270,0,9
2,778702,3671,106,400,0,9
25,722674,4756,541,6213,0,9
17,9397277,369425,7612,32349,0,9
23,245144,22208,296,1152,0,9
23,6624,412,18,40,0,9
24,55110,219,101,61,0,9
10,2484089,150565,3873,10683,0,9
24,79556,2213,215,474,0,9
1,706989,15891,751,2718,0,9
10,183682,4860,273,2450,0,9
28,195237,4474,179,774,1,9
26,183199,25240,522,4125,0,9
24,781787,16931,544,3706,0,9
26,178121,9489,147,2116,0,9
26,173611,13087,154,1125,0,9
26,124534,8520,108,1649,0,9
28,177764,3308,252,483,1,9
25,324708,4385,687,0,0,9
17,26572,316,21,53,1,9
23,681390,6116,409,1179,1,9
27,83386,1293,48,98,0,9
25,777042,2521,480,1069,1,9
25,864370,4840,646,1683,1,9
10,445795,18269,152,442,0,9
10,411059,31077,210,1884,0,9
24,907784,23499,1241,4332,1,9
15,176332,14574,70,815,0,9
10,7010492,649504,16761,43748,0,9
10,2959054,415035,6703,30393,1,9
10,890683,89783,880,3069,0,9
10,2822006,598247,3001,52612,0,9
24,747653,21209,2968,9342,0,9
1,33856,2121,46,325,0,9
24,507866,13316,752,1729,0,9
24,238647,851,108,115,0,9
26,543413,52375,194,3804,0,9
23,280707,18843,788,2448,0,9
24,1687984,0,0,0,0,9
28,971895,73178,2019,6729,0,9
2,617010,28361,341,1902,0,9
28,750352,21032,423,719,0,9
28,434279,26422,484,6898,0,9
24,7490,425,4,50,0,9
28,778006,75616,598,6467,0,9
19,31088,944,26,93,0,9
24,3963,21,6,5,0,9
24,30106,620,29,76,0,9
24,181350,10530,53,618,1,9
10,463829,66180,2360,7214,0,9
26,421136,20078,263,3276,1,9
23,169209,13654,231,553,1,9
22,9015,894,58,385,0,9
10,20646,545,23,36,0,9
23,861378,73891,1922,8591,0,9
23,211001,14708,528,2256,1,9
27,277855,17411,92,1014,0,9
23,356824,47949,575,4974,0,9
28,41189,2703,29,427,1,9
28,593426,0,0,0,1,9
22,1379675,36577,3734,0,0,9
24,196182,9739,176,1187,0,9
27,210421,7169,155,774,0,9
28,1926808,76976,2178,7883,1,9
22,872087,21753,325,4703,0,9
27,2441160,160799,2682,13752,1,9
24,558713,24808,793,4305,0,9
19,103683,1776,78,188,0,9
25,603406,5424,5693,11213,1,9
24,549966,17276,2984,1960,0,9
25,33797,311,36,146,1,9
22,559257,81948,1508,5008,0,9
26,163882,11453,210,939,0,9
28,143092,1509,48,190,0,9
25,416278,3317,239,776,0,9
15,390785,28140,729,5122,0,9
22,16884972,1366736,59930,237907,0,9
22,145869,6409,137,405,0,9
24,487132,33143,379,3144,0,9
28,208851,11711,316,1443,0,9
22,754415,11215,220,678,0,9
24,127068,3775,220,777,1,9
27,254807,9984,294,2082,0,9
27,635806,35790,864,2857,0,9
19,1851299,14708,2143,4533,0,9
15,10521,907,12,86,0,9
24,271780,9654,285,1404,0,9
17,4852889,242764,7677,24081,0,9
24,498117,16658,740,1116,0,9
25,279561,720,310,9,0,8
28,1289899,51318,1359,2767,1,8
23,553637,3977,147,426,0,8
10,54002,1175,29,89,0,8
22,29546,2260,79,896,0,8
26,337493,26492,392,1561,0,8
22,128633,17483,42,1867,1,8
22,76859,4895,164,718,0,8
25,52869,121,10,165,0,8
1,168675,2412,186,1286,0,8
10,849365,63174,1465,7191,0,8
24,458963,7099,450,843,1,8
27,160153,8033,168,1374,0,8
24,1204717,49138,812,4903,0,8
24,205503,5076,326,234,0,8
1,265204,2419,264,216,0,8
24,654296,63559,1211,6748,0,8
20,20986,1082,46,491,0,8
26,941030,10031,881,458,0,8
26,6315549,69278,12065,8483,1,8
15,125030,10699,54,984,1,8
24,353291,35567,554,2371,0,8
28,546025,18243,737,2459,1,8
24,148406,15765,115,1175,0,8
23,379347,16749,440,2445,0,8
24,421954,33923,148,2453,1,8
24,70093,1845,215,163,0,8
24,197900,2394,372,432,0,8
24,106614,298,210,210,0,8
20,710551,26566,1575,3842,0,8
25,100751,337,147,295,0,8
24,227943,1760,577,301,0,8
15,676233,30675,532,5386,0,8
23,171311,21743,144,1534,0,8
24,91676,3323,89,256,0,8
25,8585,170,25,191,0,8
1,96416,384,5,83,1,8
24,40319,1741,27,165,0,8
28,259918,9228,308,967,0,8
17,29235,251,25,67,0,8
23,34112,545,11,84,0,8
15,2060541,108555,1646,32598,0,8
26,183935,7939,113,1001,0,8
15,36469,1083,38,97,0,8
23,462490,14132,795,666,0,8
10,97689,1327,791,813,0,8
10,301265,21174,270,1279,0,8
10,4866576,185646,5306,11582,0,8
10,1149681,182148,834,12172,0,8
10,1587706,88437,1367,7907,0,8
24,914385,45709,3246,6945,0,8
27,44137,3150,172,655,0,8
24,134931,6927,179,672,0,8
23,295217,4854,1439,1267,0,8
24,2673293,656,17,79,0,8
24,89063,3641,270,657,0,8
24,847289,32668,1941,10029,0,8
24,297200,2666,729,332,0,8
10,88729,5436,500,616,0,8
10,133092,4168,141,266,0,8
10,2465294,99973,17299,16813,0,8
10,33892,1603,239,397,0,8
17,2863,2,0,0,0,8
24,2759643,88721,5137,15526,0,8
24,2364742,49833,2782,5252,1,8
19,34927,522,79,175,0,8
25,187290,639,252,481,0,8
24,339761,7031,1031,997,0,8
26,123016,4840,79,362,1,8
23,23494,536,53,45,0,8
24,32566,927,10,49,0,8
23,1992386,81058,2407,3002,0,8
23,1403969,56155,2739,2506,0,8
1,3979891,151850,2378,8079,0,8
28,557131,38933,1604,9231,0,8
15,177849,3736,113,389,0,8
10,1709054,106755,1093,6894,0,8
10,6296393,633622,8307,44548,0,8
20,1229391,40936,1102,9455,0,8
26,363422,1181,3007,905,0,8
10,126761,6846,251,331,0,8
25,8999,37,24,71,0,8
24,147317,5542,177,700,0,8
24,228317,7314,545,1227,1,8
23,1480987,115938,819,9178,0,8
26,879264,62490,934,3176,0,8
24,3366994,66802,7336,2941,0,8
19,309393,2837,3068,2222,0,8
24,3279645,60785,2188,0,1,8
24,467983,41915,860,3280,0,8
26,16325,1353,10,153,0,8
25,72889,529,398,517,0,8
1,397387,11818,632,1697,0,8
25,399157,8611,178,1139,0,8
27,1164713,88541,742,6750,0,8
22,26393,162,74,94,0,8
23,858502,35456,1720,2494,0,8
23,656403,24365,3926,2594,0,8
1,1382038,32601,1576,4945,0,8
1,683198,18037,471,1712,0,8
23,1384556,39462,1354,3593,0,8
23,638074,32479,772,1865,0,8
27,266750,17218,502,2048,0,8
25,875327,12112,417,2213,1,8
22,402547,7271,60,695,0,8
2,217582,15489,182,1608,0,8
23,3381203,172716,4081,7127,0,8
25,505158,2717,967,1577,0,8
2,831968,3925,221,769,1,8
26,156204,13051,430,1270,0,8
1,1424838,71628,1856,6733,0,8
20,2835938,117833,13921,36058,0,8
10,130954,8242,117,316,0,8
25,11689,132,112,147,0,8
23,1529827,28040,2592,4965,0,8
22,441809,19243,286,2102,1,8
24,552234,63349,1191,6391,0,8
24,449436,17628,466,333,0,8
24,601839,6424,184,536,1,8
24,735031,11734,1468,1870,0,8
25,212414,846,266,1029,0,8
17,578128,5704,225,740,0,8
1,469185,16793,336,3223,0,8
24,1726301,21400,617,3152,1,8
24,875109,27394,1339,3435,0,8
22,148651,11044,76,662,0,8
24,169239,5912,113,742,0,8
2,1217201,243,600,105,1,8
24,399646,13557,295,1326,0,8
25,46376,765,14,80,1,8
27,121512,3988,471,319,1,8
27,342001,11894,331,3521,0,8
27,268548,13967,127,1217,0,8
28,237087,3418,122,842,0,8
26,977285,87615,391,5575,0,8
25,64643,835,91,374,0,8
27,236393,9791,88,828,0,8
26,1543732,31225,383,1184,0,8
24,1592866,55033,614,2319,0,8
28,607390,23015,433,1289,0,8
24,38219,6367,53,2256,0,8
22,117781,7943,145,851,0,8
27,659043,17796,1168,3805,0,8
24,184136,6278,278,1466,1,8
22,90054,3587,124,237,1,8
28,200284,7937,213,650,1,8
10,52628,1667,37,78,0,8
23,93664,8839,198,1378,0,8
26,947071,47282,1678,5425,0,8
22,1174413,76342,698,7224,1,8
23,98513,9991,91,1041,0,8
24,245088,14996,225,1447,0,8
23,1041510,131122,1173,9333,0,8
23,218992,14877,315,1052,1,8
10,1313820,151057,1567,11847,0,8
1,42513,854,7,120,0,8
28,219233,11140,124,1441,0,8
22,2861233,156136,8312,15574,0,8
28,28763,3498,613,763,0,8
15,35129,3026,35,452,1,8
22,419483,10017,236,788,0,8
10,27266,1645,26,108,0,8
24,630362,34793,358,1938,0,8
